season,team,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,made_playoffs,round_reached
2015:2016,Los Angeles Kings,82,4984.6167,5133,4201,54.99,3847,3174,54.79,2625,2255,53.79,228.86,208.03,52.38,2314,1994,53.71,1327,1192,52.68,168,144,53.85,12.66,87.92,931,800,53.78,642,591,52.07,116,94,55.24,18.07,84.09,1383,1194,53.67,685,601,53.27,52,50,50.98,7.59,91.68,2375,1885,55.75,1205,978,55.2,52,40,56.52,4.32,95.91,8.5,91.49,1.0,1,1
2015:2016,Florida Panthers,82,4986.2333,4104,4257,49.09,3216,3315,49.24,2360,2419,49.38,212.21,206.25,50.71,1941,1913,50.36,1286,1250,50.71,189,160,54.15,14.7,87.2,792,791,50.03,616,618,49.92,115,102,53.0,18.67,83.5,1149,1122,50.59,670,632,51.46,74,58,56.06,11.04,90.82,1894,2014,48.46,1004,1082,48.13,37,33,52.86,3.69,96.95,9.83,91.73,1.016,1,1
2015:2016,Detroit Red Wings,82,4992.85,4459,4240,51.26,3371,3331,50.3,2433,2439,49.94,219.38,214.44,50.57,2178,2005,52.07,1324,1276,50.92,161,170,48.64,12.16,86.68,874,866,50.23,663,670,49.74,104,117,47.06,15.69,82.54,1304,1139,53.38,661,606,52.17,57,53,51.82,8.62,91.25,1957,1944,50.17,1016,1068,48.75,41,42,49.4,4.04,96.07,8.59,91.02,0.996,1,1
2015:2016,Calgary Flames,82,4973.2,4532,4703,49.07,3294,3383,49.33,2398,2377,50.22,212.17,224.84,48.55,2183,2183,50.0,1347,1302,50.85,193,217,47.07,14.33,83.33,859,914,48.45,658,696,48.6,122,149,45.02,18.54,78.59,1324,1269,51.06,689,606,53.2,71,68,51.08,10.3,88.78,2011,2117,48.72,1012,987,50.63,35,37,48.61,3.46,96.25,9.55,89.19,0.987,0,0
2015:2016,Colorado Avalanche,82,4958.45,4189,5105,45.07,3169,3704,46.11,2349,2650,46.99,192.41,244.08,44.08,1775,2314,43.41,1123,1406,44.4,163,182,47.25,14.51,87.06,734,968,43.13,565,724,43.83,117,121,49.16,20.71,83.29,1041,1346,43.61,558,682,45.0,46,61,42.99,8.24,91.06,1980,2295,46.32,1110,1138,49.38,44,48,47.83,3.96,95.78,9.03,90.94,1.0,0,0
2015:2016,Chicago Blackhawks,82,4972.5833,4593,4533,50.33,3348,3400,49.61,2499,2528,49.71,219.38,221.31,49.78,2040,2053,49.84,1271,1321,49.04,187,163,53.43,14.71,87.66,822,906,47.57,642,710,47.49,118,111,51.53,18.38,84.37,1218,1147,51.5,629,611,50.73,69,52,57.02,10.97,91.49,2159,2156,50.03,1150,1138,50.26,42,37,53.16,3.65,96.75,9.36,91.81,1.012,1,1
2015:2016,Columbus Blue Jackets,82,4985.2833,4358,4800,47.59,3259,3540,47.93,2387,2550,48.35,242.36,245.14,49.72,2142,2167,49.71,1327,1323,50.08,178,193,47.98,13.41,85.41,1031,915,52.98,784,698,52.9,136,133,50.56,17.35,80.95,1111,1252,47.02,543,625,46.49,42,60,41.18,7.73,90.4,1872,2237,45.56,1010,1136,47.06,27,44,38.03,2.67,96.13,8.92,90.27,0.992,0,0
2015:2016,Montreal Canadiens,82,4973.8,4713,4449,51.44,3433,3305,50.95,2505,2408,50.99,223.45,216.66,50.77,2037,2065,49.66,1222,1234,49.76,178,197,47.47,14.57,84.04,893,864,50.83,653,640,50.5,108,140,43.55,16.54,78.13,1144,1201,48.78,569,594,48.93,70,57,55.12,12.3,90.4,2231,1994,52.8,1180,1061,52.66,35,30,53.85,2.97,97.17,8.62,90.32,0.989,0,0
2015:2016,Dallas Stars,82,4968.4,5090,4662,52.19,3747,3438,52.15,2626,2372,52.54,250.19,222.83,52.89,2495,2215,52.97,1462,1278,53.36,203,183,52.59,13.89,85.68,1008,958,51.27,715,685,51.07,145,135,51.79,20.28,80.29,1487,1257,54.19,747,593,55.75,58,48,54.72,7.76,91.91,2137,2003,51.62,1065,996,51.67,40,43,48.19,3.76,95.68,10.09,90.39,1.005,1,2
2015:2016,New Jersey Devils,82,4991.3,3595,4236,45.91,2782,3182,46.65,2004,2349,46.04,183.24,211.7,46.4,1667,1916,46.53,1047,1215,46.29,147,154,48.84,14.04,87.33,691,799,46.38,530,615,46.29,106,97,52.22,20.0,84.23,976,1117,46.63,517,600,46.28,41,57,41.84,7.93,90.5,1702,1987,46.14,911,1063,46.15,29,42,40.85,3.18,96.05,9.08,91.4,1.005,0,0
2015:2016,Winnipeg Jets,82,4971.3833,4558,4464,50.52,3366,3331,50.26,2429,2423,50.06,216.93,228.23,48.73,2137,2130,50.08,1299,1325,49.5,174,187,48.2,13.39,85.89,870,930,48.33,641,692,48.09,110,135,44.9,17.16,80.49,1267,1200,51.36,658,633,50.97,64,52,55.17,9.73,91.79,2036,1958,50.98,1054,1020,50.82,32,44,42.11,3.04,95.69,8.73,90.26,0.99,0,0
2015:2016,New York Islanders,82,5005.0333,4604,4730,49.33,3354,3408,49.6,2412,2496,49.14,221.19,225.46,49.52,2273,2392,48.72,1376,1466,48.42,173,169,50.58,12.57,88.47,945,958,49.66,734,765,48.97,128,113,53.11,17.44,85.23,1328,1434,48.08,642,701,47.8,45,56,44.55,7.01,92.01,1914,1959,49.42,904,939,49.05,45,33,57.69,4.98,96.49,9.41,91.55,1.01,1,2
2015:2016,New York Rangers,82,4974.4833,4366,4818,47.54,3273,3504,48.3,2337,2494,48.38,219.26,237.81,47.97,2086,2375,46.76,1238,1351,47.82,178,182,49.44,14.38,86.53,906,1036,46.65,665,751,46.96,125,133,48.45,18.8,82.29,1180,1339,46.84,573,600,48.85,53,49,51.96,9.25,91.83,1944,2102,48.05,997,1068,48.28,47,23,67.14,4.71,97.85,9.97,91.38,1.013,1,1
2015:2016,Ottawa Senators,82,5003.5833,4475,4869,47.89,3252,3673,46.96,2325,2688,46.38,202.35,232.81,46.5,2016,2318,46.52,1144,1378,45.36,168,196,46.15,14.69,85.78,817,920,47.04,592,679,46.58,113,119,48.71,19.09,82.47,1199,1398,46.17,552,699,44.12,55,77,41.67,9.96,88.98,2086,2215,48.5,1090,1231,46.96,52,39,57.14,4.77,96.83,9.89,91.03,1.009,0,0
2015:2016,Philadelphia Flyers,82,5012.5,4903,4716,50.97,3555,3407,51.06,2542,2519,50.23,225.42,224.61,50.09,2063,2113,49.4,1200,1284,48.31,169,169,50.0,14.08,86.84,870,845,50.73,630,643,49.49,119,122,49.38,18.89,81.03,1193,1268,48.48,570,641,47.07,50,47,51.55,8.77,92.67,2339,2169,51.89,1203,1129,51.59,35,36,49.3,2.91,96.81,8.3,91.66,1.0,1,1
2015:2016,Pittsburgh Penguins,82,4984.7333,4831,4389,52.4,3638,3298,52.45,2722,2436,52.77,244.82,201.13,54.9,2400,1977,54.83,1554,1259,55.24,203,164,55.31,13.06,86.97,976,814,54.53,776,637,54.92,130,118,52.42,16.75,81.48,1424,1163,55.04,778,622,55.57,73,46,61.34,9.38,92.6,2089,2071,50.22,1081,1085,49.91,34,33,50.75,3.15,96.96,8.85,91.83,1.007,1,5
2015:2016,San Jose Sharks,82,4975.9,4722,4407,51.73,3506,3115,52.95,2491,2245,52.6,243.11,202.61,54.54,2276,1889,54.65,1361,1182,53.52,182,162,52.91,13.37,86.29,1030,778,56.97,748,592,55.82,125,100,55.56,16.71,83.11,1246,1111,52.86,613,590,50.96,57,62,47.9,9.3,89.49,2066,2072,49.93,1061,981,51.96,45,38,54.22,4.24,96.13,9.51,90.78,1.003,1,4
2015:2016,St Louis Blues,82,5005.05,4495,4457,50.21,3392,3330,50.46,2474,2441,50.34,210.71,219.78,48.95,2161,2171,49.88,1366,1349,50.31,168,151,52.66,12.3,88.81,812,879,48.02,638,675,48.59,112,108,50.91,17.55,84.0,1349,1292,51.08,728,674,51.93,56,43,56.57,7.69,93.62,2030,1973,50.71,1018,1027,49.78,45,41,52.33,4.42,96.01,8.85,91.93,1.008,1,3
2015:2016,Tampa Bay Lightning,82,4966.7333,4551,4349,51.13,3397,3322,50.56,2403,2367,50.38,202.25,198.41,50.48,2067,1944,51.53,1276,1205,51.43,180,149,54.71,14.11,87.63,814,764,51.58,596,578,50.77,108,97,52.68,18.12,83.22,1253,1180,51.5,680,627,52.03,72,52,58.06,10.59,91.71,2211,2102,51.26,1055,1075,49.53,37,38,49.33,3.51,96.47,9.32,91.63,1.01,1,3
2015:2016,Toronto Maple Leafs,82,4996.5333,5036,4558,52.49,3703,3523,51.25,2515,2503,50.12,238.93,214.95,52.64,2310,2043,53.07,1346,1269,51.47,159,182,46.63,11.81,85.66,899,774,53.74,667,558,54.45,104,101,50.73,15.59,81.9,1411,1269,52.65,679,711,48.85,55,81,40.44,8.1,88.61,2382,2234,51.6,1087,1160,48.38,28,53,34.57,2.58,95.43,7.63,90.41,0.98,0,0
2015:2016,Vancouver Canucks,82,5004.35,4218,4665,47.48,3169,3607,46.77,2311,2668,46.41,191.8,240.11,44.41,2028,2491,44.88,1244,1565,44.29,144,197,42.23,11.58,87.41,821,1006,44.94,627,736,46.0,100,119,45.66,15.95,83.83,1207,1485,44.84,617,829,42.67,44,78,36.07,7.13,90.59,1865,1870,49.93,990,1022,49.2,36,37,49.32,3.64,96.38,8.05,91.04,0.991,0,0
2015:2016,Carolina Hurricanes,82,5004.2333,4680,4229,52.53,3481,3249,51.72,2451,2262,52.01,229.41,216.01,51.5,2099,2044,50.66,1244,1208,50.73,154,183,45.7,12.38,84.85,899,914,49.59,664,635,51.12,104,123,45.81,15.66,80.63,1200,1130,51.5,580,573,50.3,50,60,45.45,8.62,89.53,2228,1885,54.17,1144,987,53.68,40,33,54.79,3.5,96.66,8.0,90.23,0.982,0,0
2015:2016,Washington Capitals,82,4982.6167,4702,4592,50.59,3496,3326,51.25,2510,2333,51.83,225.46,208.04,52.01,2244,2128,51.33,1390,1220,53.26,207,159,56.56,14.89,86.97,857,850,50.21,636,634,50.08,136,107,55.97,21.38,83.12,1387,1278,52.05,754,586,56.27,71,52,57.72,9.42,91.13,2116,2095,50.25,1006,1011,49.88,36,28,56.25,3.58,97.23,9.88,91.81,1.017,1,2
2015:2016,Nashville Predators,82,4980.2167,4619,4271,51.96,3469,3039,53.3,2507,2243,52.78,210.74,180.88,53.81,2053,1780,53.56,1278,1093,53.9,164,168,49.4,12.83,84.63,785,664,54.18,602,502,54.53,108,116,48.21,17.94,76.89,1268,1116,53.19,676,591,53.35,56,52,51.85,8.28,91.2,2162,1987,52.11,1161,1038,52.8,51,38,57.3,4.39,96.34,8.93,90.5,0.994,1,2
2015:2016,Buffalo Sabres,82,4991.1167,4325,4602,48.45,3284,3507,48.36,2418,2513,49.04,197.47,211.7,48.26,1874,1974,48.7,1124,1191,48.55,153,172,47.08,13.61,85.56,801,824,49.29,585,609,48.99,106,125,45.89,18.12,79.47,1073,1150,48.27,539,582,48.08,47,47,50.0,8.72,91.92,2102,2262,48.17,1194,1247,48.91,39,39,50.0,3.27,96.87,8.23,91.44,0.997,0,0
2015:2016,Anaheim Ducks,82,4977.0333,4738,4384,51.94,3568,3206,52.67,2485,2259,52.38,233.02,202.32,53.53,2248,2039,52.44,1328,1202,52.49,181,157,53.55,13.63,86.94,912,831,52.32,677,606,52.77,124,105,54.15,18.32,82.67,1336,1208,52.52,651,596,52.21,57,52,52.29,8.76,91.28,2151,1994,51.89,1050,958,52.29,25,28,47.17,2.38,97.08,8.65,91.68,1.003,1,1
2015:2016,Arizona Coyotes,82,4956.2167,4357,4790,47.63,3200,3640,46.78,2266,2541,47.14,201.08,221.35,47.6,1949,2210,46.86,1182,1303,47.57,165,184,47.28,13.96,85.88,846,852,49.82,637,635,50.08,120,133,47.43,18.84,79.06,1103,1358,44.82,545,668,44.93,45,51,46.88,8.26,92.37,1998,2237,47.18,968,1145,45.81,41,51,44.57,4.24,95.55,9.18,90.4,0.996,0,0
2015:2016,Boston Bruins,82,4978.1,4692,4712,49.89,3556,3528,50.2,2620,2492,51.25,208.8,213.41,49.45,2043,2099,49.32,1292,1261,50.61,190,178,51.63,14.71,85.88,760,796,48.84,596,611,49.38,137,125,52.29,22.99,79.54,1283,1303,49.61,696,650,51.71,53,53,50.0,7.61,91.85,2284,2276,50.09,1212,1124,51.88,40,41,49.38,3.3,96.35,9.01,90.85,0.999,0,0
2016:2017,St Louis Blues,82,4964.65,4277,4364,49.5,3208,3229,49.84,2331,2327,50.04,202.02,201.8,50.03,2026,2024,50.02,1242,1251,49.82,183,179,50.55,14.73,85.69,773,772,50.03,572,582,49.57,110,110,50.0,19.23,81.1,1253,1252,50.02,670,669,50.04,73,69,51.41,10.9,89.69,1929,1970,49.47,1019,1007,50.3,46,30,60.53,4.51,97.02,10.0,90.72,1.007,1,2
2016:2017,San Jose Sharks,82,4955.9333,4888,4625,51.38,3543,3266,52.03,2456,2269,51.98,234.77,217.4,51.92,2288,2138,51.69,1299,1230,51.36,172,165,51.04,13.24,86.59,1016,902,52.97,737,644,53.37,120,116,50.85,16.28,81.99,1272,1236,50.72,562,586,48.95,52,49,51.49,9.25,91.64,2187,2034,51.81,1089,941,53.65,38,31,55.07,3.49,96.71,8.92,91.19,1.001,1,1
2016:2017,Pittsburgh Penguins,82,4989.8333,4818,4856,49.8,3652,3549,50.72,2751,2671,50.74,255.85,236.52,51.96,2476,2256,52.32,1598,1432,52.74,236,186,55.92,14.77,87.01,1058,944,52.85,844,754,52.82,158,120,56.83,18.72,84.08,1418,1312,51.94,754,678,52.65,78,66,54.17,10.34,90.27,2025,2177,48.19,1078,1127,48.89,37,36,50.68,3.43,96.81,10.11,91.43,1.015,1,5
2016:2017,Philadelphia Flyers,82,5007.7,4962,4553,52.15,3636,3244,52.85,2585,2334,52.55,227.81,205.84,52.53,2090,1983,51.31,1229,1149,51.68,161,179,47.35,13.1,84.42,870,776,52.86,626,552,53.14,114,117,49.35,18.21,78.8,1220,1207,50.27,603,597,50.25,47,62,43.12,7.79,89.61,2359,2110,52.79,1246,1079,53.59,48,46,51.06,3.85,95.74,8.2,90.1,0.983,0,0
2016:2017,Ottawa Senators,82,4993.85,4592,4865,48.56,3380,3513,49.04,2464,2467,49.97,207.85,210.88,49.64,1992,2201,47.51,1173,1228,48.85,139,160,46.49,11.85,86.97,795,862,47.98,597,612,49.38,86,103,45.5,14.41,83.17,1197,1339,47.2,576,616,48.32,53,57,48.18,9.2,90.75,2183,2223,49.55,1179,1163,50.34,59,48,55.14,5.0,95.87,8.36,91.49,0.998,1,3
2016:2017,New York Rangers,82,4974.2167,4512,4685,49.06,3438,3441,49.98,2438,2465,49.72,232.55,220.63,51.31,2158,2195,49.58,1254,1306,48.98,205,172,54.38,16.35,86.83,984,958,50.67,702,715,49.54,145,123,54.1,20.66,82.8,1174,1237,48.69,552,591,48.29,60,49,55.05,10.87,91.71,1996,2121,48.48,1060,1076,49.63,40,41,49.38,3.77,96.19,10.38,91.24,1.016,1,2
2016:2017,New York Islanders,82,4978.4833,4576,5052,47.53,3397,3689,47.94,2480,2616,48.67,224.05,232.8,49.04,2210,2459,47.33,1401,1449,49.16,192,181,51.47,13.7,87.51,931,1007,48.04,720,742,49.25,125,124,50.2,17.36,83.29,1279,1452,46.83,681,707,49.06,67,57,54.03,9.84,91.94,1905,2192,46.5,965,1087,47.03,40,52,43.48,4.15,95.22,9.64,90.9,1.005,0,0
2016:2017,Nashville Predators,82,4985.75,4777,4571,51.1,3546,3461,50.61,2558,2473,50.84,211.45,204.05,50.89,2051,1990,50.75,1288,1203,51.71,184,175,51.25,14.29,85.45,775,755,50.65,590,561,51.26,114,122,48.31,19.32,78.25,1276,1235,50.82,698,642,52.09,70,53,56.91,10.03,91.74,2300,2115,52.1,1201,1180,50.44,49,40,55.06,4.08,96.61,9.3,91.1,1.004,1,4
2016:2017,New Jersey Devils,82,4987.6,4042,4546,47.07,3129,3516,47.09,2279,2573,46.97,191.87,218.26,46.78,1808,2047,46.9,1183,1330,47.08,146,195,42.82,12.34,85.34,752,812,48.08,579,638,47.58,100,113,46.95,17.27,82.29,1056,1235,46.09,604,692,46.6,46,82,35.94,7.62,88.15,1941,2165,47.27,1033,1170,46.89,31,39,44.29,3.0,96.67,7.9,90.63,0.985,0,0
2016:2017,Montreal Canadiens,82,4987.3667,4735,4484,51.36,3448,3271,51.32,2460,2429,50.32,207.53,201.05,50.79,2022,1998,50.3,1200,1205,49.9,172,146,54.09,14.33,87.88,903,849,51.54,656,630,51.01,109,90,54.77,16.62,85.71,1119,1149,49.34,544,575,48.61,63,56,52.94,11.58,90.26,2256,2103,51.75,1189,1126,51.36,48,50,48.98,4.04,95.56,9.07,91.85,1.009,1,1
2016:2017,Minnesota Wild,82,4967.3833,4568,4607,49.79,3446,3446,50.0,2528,2465,50.63,223.03,184.78,54.69,2093,1837,53.26,1283,1130,53.17,205,159,56.32,15.98,85.93,905,720,55.69,678,534,55.94,152,95,61.54,22.42,82.21,1188,1117,51.54,605,596,50.37,53,64,45.3,8.76,89.26,2103,2313,47.62,1194,1256,48.73,52,42,55.32,4.36,96.66,10.4,91.64,1.02,1,1
2016:2017,Los Angeles Kings,82,4978.4833,5011,4139,54.77,3690,3062,54.65,2554,2120,54.64,224.61,197.28,53.24,2274,1982,53.43,1277,1114,53.41,147,161,47.73,11.51,85.55,894,747,54.48,602,535,52.95,100,114,46.73,16.61,78.69,1380,1235,52.77,675,579,53.83,47,47,50.0,6.96,91.88,2331,1833,55.98,1194,917,56.56,46,30,60.53,3.85,96.73,7.79,90.52,0.983,0,0
2016:2017,Washington Capitals,82,4972.0833,4678,4377,51.66,3487,3275,51.57,2495,2282,52.23,214.96,213.18,50.21,2112,2029,51.0,1268,1174,51.92,195,158,55.24,15.38,86.54,829,887,48.31,605,624,49.23,123,115,51.68,20.33,81.57,1283,1142,52.91,663,550,54.66,72,43,62.61,10.86,92.18,2188,1960,52.75,1120,1009,52.61,62,16,79.49,5.54,98.41,10.46,92.24,1.027,1,2
2016:2017,Edmonton Oilers,82,4990.95,4706,4624,50.44,3505,3330,51.28,2550,2419,51.32,236.61,225.45,51.21,2334,2215,51.31,1464,1353,51.97,204,165,55.28,13.93,87.8,1039,953,52.16,775,696,52.69,144,114,55.81,18.58,83.62,1295,1262,50.65,689,657,51.19,60,51,54.05,8.71,92.24,2038,2020,50.22,1025,991,50.84,35,36,49.3,3.41,96.37,9.53,91.44,1.01,1,2
2016:2017,Detroit Red Wings,82,5017.5,4286,4548,48.52,3270,3482,48.43,2335,2510,48.19,203.63,218.06,48.29,2001,2094,48.86,1234,1313,48.45,167,191,46.65,13.53,85.45,805,888,47.55,624,678,47.93,105,121,46.46,16.83,82.15,1196,1206,49.79,610,635,49.0,62,70,46.97,10.16,88.98,1947,2066,48.52,1011,1103,47.82,28,47,37.33,2.77,95.74,8.48,90.28,0.988,0,0
2016:2017,Dallas Stars,82,4960.1167,4890,4824,50.34,3613,3494,50.84,2506,2442,50.65,234.18,235.21,49.89,2321,2293,50.3,1326,1318,50.15,179,211,45.9,13.5,83.99,971,950,50.55,670,686,49.41,118,144,45.04,17.61,79.01,1350,1343,50.13,656,632,50.93,61,67,47.66,9.3,89.4,2150,2087,50.74,1094,1045,51.15,30,42,41.67,2.74,95.98,8.86,89.35,0.982,0,0
2016:2017,Colorado Avalanche,82,4953.7833,4345,4586,48.65,3215,3510,47.81,2304,2603,46.95,184.35,217.95,45.82,1799,1984,47.55,1064,1257,45.84,126,222,36.21,11.84,82.34,725,845,46.18,537,646,45.39,87,147,37.18,16.2,77.24,1074,1139,48.53,527,611,46.31,39,75,34.21,7.4,87.73,2138,2189,49.41,1148,1256,47.75,38,47,44.71,3.31,96.26,7.16,89.4,0.966,0,0
2016:2017,Chicago Blackhawks,82,4979.9833,4633,4653,49.89,3348,3427,49.42,2509,2575,49.35,218.97,224.77,49.35,2097,2186,48.96,1299,1348,49.07,188,169,52.66,14.47,87.46,800,925,46.38,634,720,46.82,123,115,51.68,19.4,84.03,1297,1261,50.7,665,628,51.43,65,54,54.62,9.77,91.4,2143,2123,50.23,1162,1160,50.04,45,42,51.72,3.87,96.38,9.57,91.77,1.013,1,1
2016:2017,Calgary Flames,82,4973.9333,4497,4428,50.39,3302,3317,49.89,2389,2356,50.35,203.69,214.88,48.66,2031,2031,50.0,1243,1254,49.78,181,184,49.59,14.56,85.33,813,834,49.36,610,635,49.0,120,128,48.39,19.67,79.84,1218,1197,50.43,633,619,50.56,61,56,52.14,9.64,90.95,2090,2066,50.29,1094,1029,51.53,37,30,55.22,3.38,97.08,9.29,90.7,1.0,1,1
2016:2017,Columbus Blue Jackets,82,4969.6667,4565,4645,49.57,3420,3466,49.67,2541,2489,50.52,226.72,228.51,49.8,2197,2152,50.52,1355,1283,51.36,193,145,57.1,14.24,88.7,979,939,51.04,732,691,51.44,127,101,55.7,17.35,85.38,1218,1213,50.1,623,592,51.28,66,44,60.0,10.59,92.57,1983,2080,48.81,1110,1128,49.6,49,43,53.26,4.41,96.19,9.72,92.25,1.02,1,1
2016:2017,Carolina Hurricanes,82,4993.0667,4780,4362,52.29,3515,3300,51.58,2493,2320,51.8,221.63,202.94,52.2,2090,1927,52.03,1236,1128,52.28,174,176,49.71,14.08,84.4,940,830,53.11,656,588,52.73,116,114,50.43,17.68,80.61,1150,1097,51.18,580,540,51.79,58,62,48.33,10.0,88.52,2267,2025,52.82,1211,1116,52.04,36,51,41.38,2.97,95.43,8.5,90.09,0.986,0,0
2016:2017,Buffalo Sabres,82,4984.85,4416,4942,47.19,3384,3821,46.97,2492,2816,46.95,206.02,234.8,46.74,1934,2155,47.3,1228,1372,47.23,164,190,46.33,13.36,86.15,878,934,48.45,696,707,49.61,104,136,43.33,14.94,80.76,1056,1221,46.38,532,665,44.44,60,54,52.63,11.28,91.88,2104,2426,46.45,1159,1391,45.45,30,37,44.78,2.59,97.34,7.99,91.8,0.998,0,0
2016:2017,Boston Bruins,82,4964.0167,5014,4190,54.48,3793,3096,55.06,2721,2197,55.33,234.6,190.79,55.15,2271,1816,55.57,1412,1116,55.85,186,172,51.96,13.17,84.59,862,755,53.31,652,573,53.22,106,118,47.32,16.26,79.41,1409,1061,57.04,760,543,58.33,80,54,59.7,10.53,90.06,2368,2056,53.53,1193,976,55.0,39,30,56.52,3.27,96.93,8.53,90.49,0.99,1,1
2016:2017,Arizona Coyotes,82,4985.7833,4285,5252,44.93,3228,4037,44.43,2281,2797,44.92,182.98,250.35,42.23,1866,2517,42.57,1110,1495,42.61,153,210,42.15,13.78,85.95,753,1073,41.24,553,772,41.74,99,126,44.0,17.9,83.68,1113,1444,43.53,557,723,43.52,54,84,39.13,9.69,88.38,2012,2358,46.04,1051,1218,46.32,37,45,45.12,3.52,96.31,8.37,90.78,0.991,0,0
2016:2017,Anaheim Ducks,82,4979.7833,4579,4659,49.57,3457,3511,49.61,2426,2430,49.96,238.51,225.26,51.43,2288,2267,50.23,1333,1308,50.47,180,160,52.94,13.5,87.77,986,965,50.54,714,679,51.26,134,112,54.47,18.77,83.51,1302,1302,50.0,619,629,49.6,46,48,48.94,7.43,92.37,1954,2073,48.52,1000,1039,49.04,37,33,52.86,3.7,96.82,9.07,91.89,1.01,1,3
2016:2017,Vancouver Canucks,82,4979.55,4240,4562,48.17,3116,3528,46.9,2273,2608,46.57,182.41,227.63,44.49,1974,2328,45.89,1197,1498,44.42,150,195,43.48,12.53,86.98,794,948,45.58,611,739,45.26,109,137,44.31,17.84,81.46,1180,1380,46.09,586,759,43.57,41,58,41.41,7.0,92.36,1891,1942,49.33,980,1028,48.8,25,37,40.32,2.55,96.4,7.83,90.76,0.986,0,0
2016:2017,Winnipeg Jets,82,4964.8333,4432,4621,48.96,3361,3444,49.39,2448,2548,49.0,224.12,221.5,50.29,2108,2105,50.04,1273,1287,49.73,188,193,49.34,14.77,85.0,878,803,52.23,661,599,52.46,130,118,52.42,19.67,80.3,1230,1302,48.58,612,688,47.08,58,75,43.61,9.48,89.1,1964,2091,48.43,1090,1156,48.53,53,54,49.53,4.86,95.33,10.05,89.99,1.0,0,0
2016:2017,Florida Panthers,82,5007.4333,4669,4364,51.69,3618,3445,51.22,2644,2596,50.46,211.5,218.05,49.24,1988,2008,49.75,1269,1329,48.85,159,179,47.04,12.53,86.53,741,873,45.91,560,673,45.42,88,125,41.31,15.71,81.43,1247,1135,52.35,709,656,51.94,71,54,56.8,10.01,91.77,2298,2035,53.03,1278,1195,51.68,33,48,40.74,2.58,95.98,7.75,91.1,0.989,0,0
2016:2017,Toronto Maple Leafs,82,4991.6833,4989,4968,50.11,3758,3802,49.71,2617,2673,49.47,237.25,231.17,50.65,2456,2264,52.03,1486,1379,51.87,199,186,51.69,13.39,86.51,943,872,51.96,700,647,51.97,139,110,55.82,19.86,83.0,1513,1392,52.08,786,732,51.78,60,76,44.12,7.63,89.62,2118,2301,47.93,1043,1202,46.46,45,44,50.56,4.31,96.34,9.55,91.25,1.008,1,1
2016:2017,Tampa Bay Lightning,82,4988.1333,4605,4415,51.05,3470,3401,50.5,2454,2492,49.62,212.22,205.94,50.75,2163,2037,51.5,1320,1305,50.29,196,160,55.06,14.85,87.74,812,826,49.57,603,644,48.36,120,97,55.3,19.9,84.94,1351,1211,52.73,717,661,52.03,76,63,54.68,10.6,90.47,2198,2112,51.0,1080,1125,48.98,29,55,34.52,2.69,95.11,9.37,91.01,1.004,0,0
2017:2018,Winnipeg Jets,82,4982.1667,4839,4861,49.89,3649,3621,50.19,2643,2613,50.29,224.0,219.2,50.54,2165,2131,50.4,1350,1272,51.49,196,170,53.55,14.52,86.64,878,839,51.14,658,625,51.29,118,112,51.3,17.93,82.08,1287,1292,49.9,692,647,51.68,78,58,57.35,11.27,91.04,2134,2237,48.82,1124,1192,48.53,68,45,60.18,6.05,96.22,10.33,91.73,1.021,1,3
2017:2018,St Louis Blues,82,4966.9333,4905,4573,51.75,3664,3295,52.65,2677,2438,52.34,227.65,214.31,51.51,2243,2142,51.15,1344,1290,51.03,179,178,50.14,13.32,86.2,810,811,49.97,602,630,48.86,100,121,45.25,16.61,80.79,1433,1331,51.85,742,660,52.92,79,57,58.09,10.65,91.36,2213,1997,52.57,1177,1005,53.94,41,41,50.0,3.48,95.92,8.33,90.89,0.992,0,0
2017:2018,San Jose Sharks,82,4985.3833,5170,4855,51.57,3800,3474,52.24,2702,2489,52.05,243.85,223.57,52.17,2403,2249,51.66,1394,1355,50.71,183,188,49.33,13.13,86.13,1019,963,51.41,726,729,49.9,132,135,49.44,18.18,81.48,1384,1286,51.84,668,626,51.62,51,53,49.04,7.63,91.53,2302,2082,52.51,1186,975,54.88,59,29,67.05,4.97,97.03,9.14,90.92,1.001,1,2
2017:2018,Pittsburgh Penguins,82,4966.3167,4965,4630,51.75,3795,3446,52.41,2823,2553,52.51,254.06,227.74,52.73,2450,2271,51.9,1544,1431,51.9,216,211,50.59,13.99,85.26,1040,990,51.23,805,759,51.47,146,134,52.14,18.14,82.35,1410,1281,52.4,739,672,52.37,70,77,47.62,9.47,88.54,2122,1983,51.69,1139,1014,52.9,49,34,59.04,4.3,96.65,9.56,90.29,0.999,1,2
